"county_fips","state_po","county_name","party","candidatevotes","lon","lat","rMapState","rMapCounty"
37063,"NC","DURHAM","REPUBLICAN",4708,-78.88289514,36.02984528,"north carolina","durham"
37063,"NC","DURHAM","DEMOCRAT",9139,-78.88289514,36.02984528,"north carolina","durham"
37065,"NC","EDGECOMBE","DEMOCRAT",1810,-77.59954269,35.90859066,"north carolina","edgecombe"
37065,"NC","EDGECOMBE","REPUBLICAN",549,-77.59954269,35.90859066,"north carolina","edgecombe"
37065,"NC","EDGECOMBE","REPUBLICAN",2573,-77.59954269,35.90859066,"north carolina","edgecombe"
37065,"NC","EDGECOMBE","DEMOCRAT",2392,-77.59954269,35.90859066,"north carolina","edgecombe"
37065,"NC","EDGECOMBE","DEMOCRAT",11837,-77.59954269,35.90859066,"north carolina","edgecombe"
37065,"NC","EDGECOMBE","REPUBLICAN",6047,-77.59954269,35.90859066,"north carolina","edgecombe"
37065,"NC","EDGECOMBE","DEMOCRAT",50,-77.59954269,35.90859066,"north carolina","edgecombe"
37065,"NC","EDGECOMBE","REPUBLICAN",37,-77.59954269,35.90859066,"north carolina","edgecombe"
37067,"NC","FORSYTH","DEMOCRAT",69785,-80.25678599,36.12658238,"north carolina","forsyth"
37067,"NC","FORSYTH","DEMOCRAT",30567,-80.25678599,36.12658238,"north carolina","forsyth"
37067,"NC","FORSYTH","DEMOCRAT",12182,-80.25678599,36.12658238,"north carolina","forsyth"
37067,"NC","FORSYTH","REPUBLICAN",283,-80.25678599,36.12658238,"north carolina","forsyth"
37067,"NC","FORSYTH","DEMOCRAT",499,-80.25678599,36.12658238,"north carolina","forsyth"
37067,"NC","FORSYTH","REPUBLICAN",55560,-80.25678599,36.12658238,"north carolina","forsyth"
37067,"NC","FORSYTH","REPUBLICAN",17067,-80.25678599,36.12658238,"north carolina","forsyth"
37067,"NC","FORSYTH","REPUBLICAN",12154,-80.25678599,36.12658238,"north carolina","forsyth"
37069,"NC","FRANKLIN","DEMOCRAT",3086,-78.27844511,36.0763234,"north carolina","franklin"
37069,"NC","FRANKLIN","REPUBLICAN",4957,-78.27844511,36.0763234,"north carolina","franklin"
37069,"NC","FRANKLIN","REPUBLICAN",54,-78.27844511,36.0763234,"north carolina","franklin"
37069,"NC","FRANKLIN","DEMOCRAT",11006,-78.27844511,36.0763234,"north carolina","franklin"
37069,"NC","FRANKLIN","REPUBLICAN",1534,-78.27844511,36.0763234,"north carolina","franklin"
37069,"NC","FRANKLIN","DEMOCRAT",19,-78.27844511,36.0763234,"north carolina","franklin"
37069,"NC","FRANKLIN","REPUBLICAN",14356,-78.27844511,36.0763234,"north carolina","franklin"
37069,"NC","FRANKLIN","DEMOCRAT",1768,-78.27844511,36.0763234,"north carolina","franklin"
37071,"NC","GASTON","DEMOCRAT",9579,-81.17857838,35.30517586,"north carolina","gaston"
37071,"NC","GASTON","DEMOCRAT",4885,-81.17857838,35.30517586,"north carolina","gaston"
37071,"NC","GASTON","REPUBLICAN",12552,-81.17857838,35.30517586,"north carolina","gaston"
37071,"NC","GASTON","DEMOCRAT",118,-81.17857838,35.30517586,"north carolina","gaston"
37071,"NC","GASTON","REPUBLICAN",53506,-81.17857838,35.30517586,"north carolina","gaston"
37071,"NC","GASTON","REPUBLICAN",6770,-81.17857838,35.30517586,"north carolina","gaston"
37071,"NC","GASTON","DEMOCRAT",26377,-81.17857838,35.30517586,"north carolina","gaston"
37071,"NC","GASTON","REPUBLICAN",205,-81.17857838,35.30517586,"north carolina","gaston"
37073,"NC","GATES","DEMOCRAT",4,-76.69759697,36.44451149,"north carolina","gates"
37073,"NC","GATES","DEMOCRAT",375,-76.69759697,36.44451149,"north carolina","gates"
37073,"NC","GATES","DEMOCRAT",1819,-76.69759697,36.44451149,"north carolina","gates"
37073,"NC","GATES","REPUBLICAN",12,-76.69759697,36.44451149,"north carolina","gates"
37073,"NC","GATES","DEMOCRAT",348,-76.69759697,36.44451149,"north carolina","gates"
37073,"NC","GATES","REPUBLICAN",222,-76.69759697,36.44451149,"north carolina","gates"
37073,"NC","GATES","REPUBLICAN",1973,-76.69759697,36.44451149,"north carolina","gates"
37073,"NC","GATES","REPUBLICAN",1160,-76.69759697,36.44451149,"north carolina","gates"
37075,"NC","GRAHAM","REPUBLICAN",2489,-83.83693795,35.35014076,"north carolina","graham"
37075,"NC","GRAHAM","REPUBLICAN",35,-83.83693795,35.35014076,"north carolina","graham"
37075,"NC","GRAHAM","REPUBLICAN",225,-83.83693795,35.35014076,"north carolina","graham"
37075,"NC","GRAHAM","DEMOCRAT",167,-83.83693795,35.35014076,"north carolina","graham"
37075,"NC","GRAHAM","DEMOCRAT",587,-83.83693795,35.35014076,"north carolina","graham"
37075,"NC","GRAHAM","DEMOCRAT",3,-83.83693795,35.35014076,"north carolina","graham"
37075,"NC","GRAHAM","REPUBLICAN",961,-83.83693795,35.35014076,"north carolina","graham"
37075,"NC","GRAHAM","DEMOCRAT",148,-83.83693795,35.35014076,"north carolina","graham"
37077,"NC","GRANVILLE","DEMOCRAT",30,-78.64908881,36.29759101,"north carolina","granville"
37077,"NC","GRANVILLE","REPUBLICAN",2918,-78.64908881,36.29759101,"north carolina","granville"
37077,"NC","GRANVILLE","DEMOCRAT",2891,-78.64908881,36.29759101,"north carolina","granville"
37077,"NC","GRANVILLE","DEMOCRAT",1611,-78.64908881,36.29759101,"north carolina","granville"
37077,"NC","GRANVILLE","REPUBLICAN",1562,-78.64908881,36.29759101,"north carolina","granville"
37077,"NC","GRANVILLE","REPUBLICAN",45,-78.64908881,36.29759101,"north carolina","granville"
37077,"NC","GRANVILLE","REPUBLICAN",12122,-78.64908881,36.29759101,"north carolina","granville"
37077,"NC","GRANVILLE","DEMOCRAT",10033,-78.64908881,36.29759101,"north carolina","granville"
37079,"NC","GREENE","DEMOCRAT",2614,-77.68151734,35.48399724,"north carolina","greene"
37079,"NC","GREENE","REPUBLICAN",1455,-77.68151734,35.48399724,"north carolina","greene"
37079,"NC","GREENE","DEMOCRAT",632,-77.68151734,35.48399724,"north carolina","greene"
37079,"NC","GREENE","DEMOCRAT",8,-77.68151734,35.48399724,"north carolina","greene"
37079,"NC","GREENE","REPUBLICAN",250,-77.68151734,35.48399724,"north carolina","greene"
37079,"NC","GREENE","REPUBLICAN",8,-77.68151734,35.48399724,"north carolina","greene"
37079,"NC","GREENE","DEMOCRAT",578,-77.68151734,35.48399724,"north carolina","greene"
37079,"NC","GREENE","REPUBLICAN",3161,-77.68151734,35.48399724,"north carolina","greene"
37081,"NC","GUILFORD","DEMOCRAT",20869,-79.78689405,36.07109854,"north carolina","guilford"
37081,"NC","GUILFORD","DEMOCRAT",36466,-79.78689405,36.07109854,"north carolina","guilford"
37081,"NC","GUILFORD","DEMOCRAT",240,-79.78689405,36.07109854,"north carolina","guilford"
37081,"NC","GUILFORD","REPUBLICAN",21451,-79.78689405,36.07109854,"north carolina","guilford"
37081,"NC","GUILFORD","REPUBLICAN",161,-79.78689405,36.07109854,"north carolina","guilford"
37081,"NC","GUILFORD","REPUBLICAN",12471,-79.78689405,36.07109854,"north carolina","guilford"
37081,"NC","GUILFORD","DEMOCRAT",115511,-79.78689405,36.07109854,"north carolina","guilford"
37081,"NC","GUILFORD","REPUBLICAN",73211,-79.78689405,36.07109854,"north carolina","guilford"
37083,"NC","HALIFAX","DEMOCRAT",11242,-77.64324853,36.25202901,"north carolina","halifax"
37083,"NC","HALIFAX","DEMOCRAT",1560,-77.64324853,36.25202901,"north carolina","halifax"
37083,"NC","HALIFAX","DEMOCRAT",2656,-77.64324853,36.25202901,"north carolina","halifax"
37083,"NC","HALIFAX","REPUBLICAN",6999,-77.64324853,36.25202901,"north carolina","halifax"
37083,"NC","HALIFAX","REPUBLICAN",61,-77.64324853,36.25202901,"north carolina","halifax"
37083,"NC","HALIFAX","DEMOCRAT",87,-77.64324853,36.25202901,"north carolina","halifax"
37083,"NC","HALIFAX","REPUBLICAN",2489,-77.64324853,36.25202901,"north carolina","halifax"
37083,"NC","HALIFAX","REPUBLICAN",531,-77.64324853,36.25202901,"north carolina","halifax"
37085,"NC","HARNETT","REPUBLICAN",25628,-78.86538266,35.36887082,"north carolina","harnett"
37085,"NC","HARNETT","REPUBLICAN",114,-78.86538266,35.36887082,"north carolina","harnett"
37085,"NC","HARNETT","REPUBLICAN",3545,-78.86538266,35.36887082,"north carolina","harnett"
37085,"NC","HARNETT","DEMOCRAT",2683,-78.86538266,35.36887082,"north carolina","harnett"
37085,"NC","HARNETT","DEMOCRAT",14200,-78.86538266,35.36887082,"north carolina","harnett"
37085,"NC","HARNETT","DEMOCRAT",93,-78.86538266,35.36887082,"north carolina","harnett"
37085,"NC","HARNETT","REPUBLICAN",5890,-78.86538266,35.36887082,"north carolina","harnett"
37085,"NC","HARNETT","DEMOCRAT",5117,-78.86538266,35.36887082,"north carolina","harnett"
37087,"NC","HAYWOOD","REPUBLICAN",1905,-82.9841544,35.56059866,"north carolina","haywood"
37087,"NC","HAYWOOD","REPUBLICAN",15386,-82.9841544,35.56059866,"north carolina","haywood"
37087,"NC","HAYWOOD","DEMOCRAT",4158,-82.9841544,35.56059866,"north carolina","haywood"
37087,"NC","HAYWOOD","DEMOCRAT",1502,-82.9841544,35.56059866,"north carolina","haywood"
37087,"NC","HAYWOOD","REPUBLICAN",5471,-82.9841544,35.56059866,"north carolina","haywood"
37087,"NC","HAYWOOD","DEMOCRAT",11,-82.9841544,35.56059866,"north carolina","haywood"
37087,"NC","HAYWOOD","REPUBLICAN",72,-82.9841544,35.56059866,"north carolina","haywood"
37087,"NC","HAYWOOD","DEMOCRAT",7473,-82.9841544,35.56059866,"north carolina","haywood"
37089,"NC","HENDERSON","DEMOCRAT",9,-82.4876282,35.33810258,"north carolina","henderson"
37089,"NC","HENDERSON","REPUBLICAN",8272,-82.4876282,35.33810258,"north carolina","henderson"
37089,"NC","HENDERSON","DEMOCRAT",2720,-82.4876282,35.33810258,"north carolina","henderson"
37089,"NC","HENDERSON","REPUBLICAN",47,-82.4876282,35.33810258,"north carolina","henderson"
37089,"NC","HENDERSON","REPUBLICAN",26983,-82.4876282,35.33810258,"north carolina","henderson"
37089,"NC","HENDERSON","REPUBLICAN",4730,-82.4876282,35.33810258,"north carolina","henderson"
37089,"NC","HENDERSON","DEMOCRAT",14009,-82.4876282,35.33810258,"north carolina","henderson"
37089,"NC","HENDERSON","DEMOCRAT",10473,-82.4876282,35.33810258,"north carolina","henderson"
37091,"NC","HERTFORD","REPUBLICAN",184,-76.99034625,36.35741803,"north carolina","hertford"
37091,"NC","HERTFORD","REPUBLICAN",7,-76.99034625,36.35741803,"north carolina","hertford"
37091,"NC","HERTFORD","DEMOCRAT",1062,-76.99034625,36.35741803,"north carolina","hertford"
37091,"NC","HERTFORD","DEMOCRAT",822,-76.99034625,36.35741803,"north carolina","hertford"
37091,"NC","HERTFORD","REPUBLICAN",2304,-76.99034625,36.35741803,"north carolina","hertford"
37091,"NC","HERTFORD","DEMOCRAT",5207,-76.99034625,36.35741803,"north carolina","hertford"
37091,"NC","HERTFORD","DEMOCRAT",6,-76.99034625,36.35741803,"north carolina","hertford"
37091,"NC","HERTFORD","REPUBLICAN",984,-76.99034625,36.35741803,"north carolina","hertford"
37093,"NC","HOKE","DEMOCRAT",20,-79.23776799,34.98361539,"north carolina","hoke"
37093,"NC","HOKE","DEMOCRAT",1955,-79.23776799,34.98361539,"north carolina","hoke"
37093,"NC","HOKE","REPUBLICAN",6395,-79.23776799,34.98361539,"north carolina","hoke"
37093,"NC","HOKE","REPUBLICAN",24,-79.23776799,34.98361539,"north carolina","hoke"
37093,"NC","HOKE","REPUBLICAN",827,-79.23776799,34.98361539,"north carolina","hoke"
37093,"NC","HOKE","DEMOCRAT",1552,-79.23776799,34.98361539,"north carolina","hoke"
37093,"NC","HOKE","DEMOCRAT",8277,-79.23776799,34.98361539,"north carolina","hoke"
37093,"NC","HOKE","REPUBLICAN",2207,-79.23776799,34.98361539,"north carolina","hoke"
37095,"NC","HYDE","DEMOCRAT",541,-76.24571076,35.53531563,"north carolina","hyde"
37095,"NC","HYDE","REPUBLICAN",861,-76.24571076,35.53531563,"north carolina","hyde"
37095,"NC","HYDE","REPUBLICAN",69,-76.24571076,35.53531563,"north carolina","hyde"
37095,"NC","HYDE","DEMOCRAT",146,-76.24571076,35.53531563,"north carolina","hyde"
37095,"NC","HYDE","DEMOCRAT",4,-76.24571076,35.53531563,"north carolina","hyde"
37095,"NC","HYDE","DEMOCRAT",355,-76.24571076,35.53531563,"north carolina","hyde"
37095,"NC","HYDE","REPUBLICAN",479,-76.24571076,35.53531563,"north carolina","hyde"
37095,"NC","HYDE","REPUBLICAN",9,-76.24571076,35.53531563,"north carolina","hyde"
37097,"NC","IREDELL","REPUBLICAN",108,-80.87232144,35.80691758,"north carolina","iredell"
37097,"NC","IREDELL","DEMOCRAT",4187,-80.87232144,35.80691758,"north carolina","iredell"
37097,"NC","IREDELL","DEMOCRAT",19608,-80.87232144,35.80691758,"north carolina","iredell"
37097,"NC","IREDELL","REPUBLICAN",13914,-80.87232144,35.80691758,"north carolina","iredell"
37097,"NC","IREDELL","REPUBLICAN",45913,-80.87232144,35.80691758,"north carolina","iredell"
37097,"NC","IREDELL","DEMOCRAT",36,-80.87232144,35.80691758,"north carolina","iredell"
37097,"NC","IREDELL","DEMOCRAT",10057,-80.87232144,35.80691758,"north carolina","iredell"
37097,"NC","IREDELL","REPUBLICAN",7075,-80.87232144,35.80691758,"north carolina","iredell"
37099,"NC","JACKSON","DEMOCRAT",29,-83.13992836,35.28356264,"north carolina","jackson"
37099,"NC","JACKSON","REPUBLICAN",7874,-83.13992836,35.28356264,"north carolina","jackson"
37099,"NC","JACKSON","DEMOCRAT",2019,-83.13992836,35.28356264,"north carolina","jackson"
37099,"NC","JACKSON","REPUBLICAN",777,-83.13992836,35.28356264,"north carolina","jackson"
37099,"NC","JACKSON","REPUBLICAN",2636,-83.13992836,35.28356264,"north carolina","jackson"
37099,"NC","JACKSON","DEMOCRAT",968,-83.13992836,35.28356264,"north carolina","jackson"
37099,"NC","JACKSON","DEMOCRAT",6575,-83.13992836,35.28356264,"north carolina","jackson"
37099,"NC","JACKSON","REPUBLICAN",69,-83.13992836,35.28356264,"north carolina","jackson"
37101,"NC","JOHNSTON","DEMOCRAT",4667,-78.36818586,35.51519888,"north carolina","johnston"
37101,"NC","JOHNSTON","DEMOCRAT",26338,-78.36818586,35.51519888,"north carolina","johnston"
37101,"NC","JOHNSTON","REPUBLICAN",167,-78.36818586,35.51519888,"north carolina","johnston"
37101,"NC","JOHNSTON","REPUBLICAN",49217,-78.36818586,35.51519888,"north carolina","johnston"
37101,"NC","JOHNSTON","REPUBLICAN",13528,-78.36818586,35.51519888,"north carolina","johnston"
37101,"NC","JOHNSTON","DEMOCRAT",10162,-78.36818586,35.51519888,"north carolina","johnston"
37101,"NC","JOHNSTON","DEMOCRAT",90,-78.36818586,35.51519888,"north carolina","johnston"
37101,"NC","JOHNSTON","REPUBLICAN",5441,-78.36818586,35.51519888,"north carolina","johnston"
37103,"NC","JONES","REPUBLICAN",1914,-77.37486703,35.03244629,"north carolina","jones"
37103,"NC","JONES","REPUBLICAN",202,-77.37486703,35.03244629,"north carolina","jones"
37103,"NC","JONES","DEMOCRAT",507,-77.37486703,35.03244629,"north carolina","jones"
37103,"NC","JONES","REPUBLICAN",1155,-77.37486703,35.03244629,"north carolina","jones"
37103,"NC","JONES","DEMOCRAT",1442,-77.37486703,35.03244629,"north carolina","jones"
37103,"NC","JONES","DEMOCRAT",10,-77.37486703,35.03244629,"north carolina","jones"
37103,"NC","JONES","REPUBLICAN",9,-77.37486703,35.03244629,"north carolina","jones"
37103,"NC","JONES","DEMOCRAT",238,-77.37486703,35.03244629,"north carolina","jones"
37105,"NC","LEE","DEMOCRAT",1408,-79.17794608,35.46909764,"north carolina","lee"
37105,"NC","LEE","DEMOCRAT",2623,-79.17794608,35.46909764,"north carolina","lee"
37105,"NC","LEE","DEMOCRAT",8096,-79.17794608,35.46909764,"north carolina","lee"
37105,"NC","LEE","DEMOCRAT",16,-79.17794608,35.46909764,"north carolina","lee"
37105,"NC","LEE","REPUBLICAN",2669,-79.17794608,35.46909764,"north carolina","lee"
37105,"NC","LEE","REPUBLICAN",12407,-79.17794608,35.46909764,"north carolina","lee"
37105,"NC","LEE","REPUBLICAN",27,-79.17794608,35.46909764,"north carolina","lee"
37105,"NC","LEE","REPUBLICAN",1366,-79.17794608,35.46909764,"north carolina","lee"
37107,"NC","LENOIR","REPUBLICAN",947,-77.64657361,35.25657237,"north carolina","lenoir"
37107,"NC","LENOIR","DEMOCRAT",2165,-77.64657361,35.25657237,"north carolina","lenoir"
37107,"NC","LENOIR","REPUBLICAN",10849,-77.64657361,35.25657237,"north carolina","lenoir"
37107,"NC","LENOIR","REPUBLICAN",48,-77.64657361,35.25657237,"north carolina","lenoir"
37107,"NC","LENOIR","DEMOCRAT",9749,-77.64657361,35.25657237,"north carolina","lenoir"
37107,"NC","LENOIR","REPUBLICAN",2746,-77.64657361,35.25657237,"north carolina","lenoir"
37107,"NC","LENOIR","DEMOCRAT",1647,-77.64657361,35.25657237,"north carolina","lenoir"
37107,"NC","LENOIR","DEMOCRAT",44,-77.64657361,35.25657237,"north carolina","lenoir"
37109,"NC","LINCOLN","REPUBLICAN",26804,-81.24567556,35.49423093,"north carolina","lincoln"
37109,"NC","LINCOLN","DEMOCRAT",8404,-81.24567556,35.49423093,"north carolina","lincoln"
37109,"NC","LINCOLN","DEMOCRAT",1420,-81.24567556,35.49423093,"north carolina","lincoln"
37109,"NC","LINCOLN","DEMOCRAT",3435,-81.24567556,35.49423093,"north carolina","lincoln"
37109,"NC","LINCOLN","DEMOCRAT",15,-81.24567556,35.49423093,"north carolina","lincoln"
37109,"NC","LINCOLN","REPUBLICAN",2788,-81.24567556,35.49423093,"north carolina","lincoln"
37109,"NC","LINCOLN","REPUBLICAN",6673,-81.24567556,35.49423093,"north carolina","lincoln"
37109,"NC","LINCOLN","REPUBLICAN",76,-81.24567556,35.49423093,"north carolina","lincoln"
37111,"NC","MCDOWELL","REPUBLICAN",1148,-82.05954866,35.68278213,"north carolina","mcdowell"
37111,"NC","MCDOWELL","DEMOCRAT",7,-82.05954866,35.68278213,"north carolina","mcdowell"
37111,"NC","MCDOWELL","DEMOCRAT",970,-82.05954866,35.68278213,"north carolina","mcdowell"
37111,"NC","MCDOWELL","DEMOCRAT",3382,-82.05954866,35.68278213,"north carolina","mcdowell"
37111,"NC","MCDOWELL","REPUBLICAN",4666,-82.05954866,35.68278213,"north carolina","mcdowell"
37111,"NC","MCDOWELL","REPUBLICAN",13,-82.05954866,35.68278213,"north carolina","mcdowell"
37111,"NC","MCDOWELL","DEMOCRAT",1473,-82.05954866,35.68278213,"north carolina","mcdowell"
37111,"NC","MCDOWELL","REPUBLICAN",11056,-82.05954866,35.68278213,"north carolina","mcdowell"
37113,"NC","MACON","REPUBLICAN",9526,-83.42137397,35.15129921,"north carolina","macon"
37113,"NC","MACON","DEMOCRAT",5,-83.42137397,35.15129921,"north carolina","macon"
37113,"NC","MACON","DEMOCRAT",741,-83.42137397,35.15129921,"north carolina","macon"
37113,"NC","MACON","REPUBLICAN",37,-83.42137397,35.15129921,"north carolina","macon"
37113,"NC","MACON","DEMOCRAT",2086,-83.42137397,35.15129921,"north carolina","macon"
37113,"NC","MACON","REPUBLICAN",3168,-83.42137397,35.15129921,"north carolina","macon"
37113,"NC","MACON","DEMOCRAT",3398,-83.42137397,35.15129921,"north carolina","macon"
37113,"NC","MACON","REPUBLICAN",1480,-83.42137397,35.15129921,"north carolina","macon"
37115,"NC","MADISON","DEMOCRAT",3140,-82.71067242,35.86071297,"north carolina","madison"
37115,"NC","MADISON","DEMOCRAT",1223,-82.71067242,35.86071297,"north carolina","madison"
37115,"NC","MADISON","DEMOCRAT",9,-82.71067242,35.86071297,"north carolina","madison"
37115,"NC","MADISON","REPUBLICAN",1993,-82.71067242,35.86071297,"north carolina","madison"
37115,"NC","MADISON","REPUBLICAN",5486,-82.71067242,35.86071297,"north carolina","madison"
37115,"NC","MADISON","REPUBLICAN",33,-82.71067242,35.86071297,"north carolina","madison"
37115,"NC","MADISON","DEMOCRAT",529,-82.71067242,35.86071297,"north carolina","madison"
37115,"NC","MADISON","REPUBLICAN",467,-82.71067242,35.86071297,"north carolina","madison"
37117,"NC","MARTIN","REPUBLICAN",24,-77.10193157,35.83970097,"north carolina","martin"
37117,"NC","MARTIN","DEMOCRAT",753,-77.10193157,35.83970097,"north carolina","martin"
37117,"NC","MARTIN","REPUBLICAN",2502,-77.10193157,35.83970097,"north carolina","martin"
37117,"NC","MARTIN","DEMOCRAT",1038,-77.10193157,35.83970097,"north carolina","martin"
37117,"NC","MARTIN","DEMOCRAT",4101,-77.10193157,35.83970097,"north carolina","martin"
37117,"NC","MARTIN","REPUBLICAN",3606,-77.10193157,35.83970097,"north carolina","martin"
37117,"NC","MARTIN","REPUBLICAN",400,-77.10193157,35.83970097,"north carolina","martin"
37117,"NC","MARTIN","DEMOCRAT",19,-77.10193157,35.83970097,"north carolina","martin"
37119,"NC","MECKLENBURG","DEMOCRAT",598,-80.83714205,35.25199387,"north carolina","mecklenburg"
37119,"NC","MECKLENBURG","DEMOCRAT",103048,-80.83714205,35.25199387,"north carolina","mecklenburg"
37119,"NC","MECKLENBURG","REPUBLICAN",29329,-80.83714205,35.25199387,"north carolina","mecklenburg"
37119,"NC","MECKLENBURG","DEMOCRAT",239644,-80.83714205,35.25199387,"north carolina","mecklenburg"
37119,"NC","MECKLENBURG","REPUBLICAN",30267,-80.83714205,35.25199387,"north carolina","mecklenburg"
37119,"NC","MECKLENBURG","REPUBLICAN",119320,-80.83714205,35.25199387,"north carolina","mecklenburg"
37119,"NC","MECKLENBURG","REPUBLICAN",295,-80.83714205,35.25199387,"north carolina","mecklenburg"
37119,"NC","MECKLENBURG","DEMOCRAT",34817,-80.83714205,35.25199387,"north carolina","mecklenburg"
37121,"NC","MITCHELL","REPUBLICAN",1396,-82.16520186,36.00995048,"north carolina","mitchell"
37121,"NC","MITCHELL","REPUBLICAN",554,-82.16520186,36.00995048,"north carolina","mitchell"
37121,"NC","MITCHELL","DEMOCRAT",1227,-82.16520186,36.00995048,"north carolina","mitchell"
37121,"NC","MITCHELL","DEMOCRAT",457,-82.16520186,36.00995048,"north carolina","mitchell"
37121,"NC","MITCHELL","DEMOCRAT",176,-82.16520186,36.00995048,"north carolina","mitchell"
37121,"NC","MITCHELL","REPUBLICAN",41,-82.16520186,36.00995048,"north carolina","mitchell"
37121,"NC","MITCHELL","REPUBLICAN",5099,-82.16520186,36.00995048,"north carolina","mitchell"
37121,"NC","MITCHELL","DEMOCRAT",7,-82.16520186,36.00995048,"north carolina","mitchell"
37123,"NC","MONTGOMERY","REPUBLICAN",5168,-79.89638334,35.33877415,"north carolina","montgomery"
37123,"NC","MONTGOMERY","REPUBLICAN",500,-79.89638334,35.33877415,"north carolina","montgomery"
37123,"NC","MONTGOMERY","REPUBLICAN",2706,-79.89638334,35.33877415,"north carolina","montgomery"
37123,"NC","MONTGOMERY","DEMOCRAT",978,-79.89638334,35.33877415,"north carolina","montgomery"
37123,"NC","MONTGOMERY","DEMOCRAT",2743,-79.89638334,35.33877415,"north carolina","montgomery"
37123,"NC","MONTGOMERY","DEMOCRAT",14,-79.89638334,35.33877415,"north carolina","montgomery"
37123,"NC","MONTGOMERY","DEMOCRAT",592,-79.89638334,35.33877415,"north carolina","montgomery"
37123,"NC","MONTGOMERY","REPUBLICAN",37,-79.89638334,35.33877415,"north carolina","montgomery"
37125,"NC","MOORE","DEMOCRAT",11700,-79.44960108,35.29734824,"north carolina","moore"
37125,"NC","MOORE","REPUBLICAN",25281,-79.44960108,35.29734824,"north carolina","moore"
37125,"NC","MOORE","DEMOCRAT",2241,-79.44960108,35.29734824,"north carolina","moore"
37125,"NC","MOORE","REPUBLICAN",4370,-79.44960108,35.29734824,"north carolina","moore"
37125,"NC","MOORE","DEMOCRAT",41,-79.44960108,35.29734824,"north carolina","moore"
37125,"NC","MOORE","REPUBLICAN",7023,-79.44960108,35.29734824,"north carolina","moore"
37125,"NC","MOORE","DEMOCRAT",6797,-79.44960108,35.29734824,"north carolina","moore"
37125,"NC","MOORE","REPUBLICAN",90,-79.44960108,35.29734824,"north carolina","moore"
37127,"NC","NASH","REPUBLICAN",18614,-77.98206975,35.95927219,"north carolina","nash"
37127,"NC","NASH","DEMOCRAT",18516,-77.98206975,35.95927219,"north carolina","nash"
37127,"NC","NASH","REPUBLICAN",1752,-77.98206975,35.95927219,"north carolina","nash"
37127,"NC","NASH","REPUBLICAN",5320,-77.98206975,35.95927219,"north carolina","nash"
37127,"NC","NASH","DEMOCRAT",3514,-77.98206975,35.95927219,"north carolina","nash"
37127,"NC","NASH","DEMOCRAT",129,-77.98206975,35.95927219,"north carolina","nash"
37127,"NC","NASH","DEMOCRAT",3788,-77.98206975,35.95927219,"north carolina","nash"
37127,"NC","NASH","REPUBLICAN",141,-77.98206975,35.95927219,"north carolina","nash"
37129,"NC","NEW HANOVER","REPUBLICAN",7332,-77.88528607,34.24282301,"north carolina","new hanover"
37129,"NC","NEW HANOVER","DEMOCRAT",39962,-77.88528607,34.24282301,"north carolina","new hanover"
37129,"NC","NEW HANOVER","REPUBLICAN",9853,-77.88528607,34.24282301,"north carolina","new hanover"
37129,"NC","NEW HANOVER","DEMOCRAT",19564,-77.88528607,34.24282301,"north carolina","new hanover"
37129,"NC","NEW HANOVER","DEMOCRAT",186,-77.88528607,34.24282301,"north carolina","new hanover"
37129,"NC","NEW HANOVER","REPUBLICAN",45946,-77.88528607,34.24282301,"north carolina","new hanover"
37129,"NC","NEW HANOVER","REPUBLICAN",200,-77.88528607,34.24282301,"north carolina","new hanover"
37129,"NC","NEW HANOVER","DEMOCRAT",6426,-77.88528607,34.24282301,"north carolina","new hanover"
37131,"NC","NORTHAMPTON","DEMOCRAT",11,-77.39799297,36.41744044,"north carolina","northampton"
37131,"NC","NORTHAMPTON","REPUBLICAN",2381,-77.39799297,36.41744044,"north carolina","northampton"
37131,"NC","NORTHAMPTON","REPUBLICAN",8,-77.39799297,36.41744044,"north carolina","northampton"
37131,"NC","NORTHAMPTON","DEMOCRAT",1046,-77.39799297,36.41744044,"north carolina","northampton"
37131,"NC","NORTHAMPTON","DEMOCRAT",4307,-77.39799297,36.41744044,"north carolina","northampton"
37131,"NC","NORTHAMPTON","REPUBLICAN",1337,-77.39799297,36.41744044,"north carolina","northampton"
37131,"NC","NORTHAMPTON","DEMOCRAT",705,-77.39799297,36.41744044,"north carolina","northampton"
37131,"NC","NORTHAMPTON","REPUBLICAN",263,-77.39799297,36.41744044,"north carolina","northampton"
37133,"NC","ONSLOW","DEMOCRAT",152,-77.43344743,34.73948508,"north carolina","onslow"
37133,"NC","ONSLOW","REPUBLICAN",3987,-77.43344743,34.73948508,"north carolina","onslow"
37133,"NC","ONSLOW","REPUBLICAN",390,-77.43344743,34.73948508,"north carolina","onslow"
37133,"NC","ONSLOW","DEMOCRAT",5770,-77.43344743,34.73948508,"north carolina","onslow"
37133,"NC","ONSLOW","DEMOCRAT",3079,-77.43344743,34.73948508,"north carolina","onslow"
37133,"NC","ONSLOW","DEMOCRAT",15265,-77.43344743,34.73948508,"north carolina","onslow"
37133,"NC","ONSLOW","REPUBLICAN",9972,-77.43344743,34.73948508,"north carolina","onslow"
37133,"NC","ONSLOW","REPUBLICAN",31729,-77.43344743,34.73948508,"north carolina","onslow"
37135,"NC","ORANGE","DEMOCRAT",23097,-79.1273705,36.05478028,"north carolina","orange"
